,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
22,51,333.9124069039731,1.0,0.11664858757141564,113.39950343349166,1.5,0.9511475299992148,127.8314762075599,1.0,0.3997001069584414,188.9427352974737,1.0,0.7759992048363761,247.56340462904654,10.0,0.9568022227397388,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,NaN,dikesnet
23,97,161.89898409594082,1.5,0.3813460775045785,219.35401269835404,1.5,0.49343133358550695,121.56985045364291,1.0,0.4271614910796147,154.8539504172938,10.0,0.5840799664889486,284.33156594062655,1.5,0.5320772184535839,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,NaN,dikesnet
24,58,38.07289766623013,10.0,0.40787716009882646,208.47485228147883,1.5,0.8435093663052302,117.76355903620781,10.0,0.37605583799071424,106.36806640519836,1.5,0.9607737938860769,162.363502004211,1.5,0.5829963740771116,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,NaN,dikesnet
25,127,143.08204954168173,10.0,0.7268491023950376,333.7332350305693,1.5,0.3655657978083876,319.18597262053333,1.5,0.4675578417017762,93.35257586743427,1.5,0.7134545484680013,168.89925856651953,1.0,0.9428791800068003,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,NaN,dikesnet
26,8,109.27510065842084,1.0,0.33072900126322363,144.7095422086876,1.0,0.2905846825198426,56.556780025437135,1.5,0.3032235263607793,303.6504713341777,10.0,0.7971931557909513,65.29027647974942,1.5,0.030877975564221723,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,NaN,dikesnet
27,84,338.11489967428327,1.5,0.0418190082083955,126.03493363402885,1.0,0.22694028983906767,287.67103721974985,10.0,0.8675094550648876,110.80919325070779,10.0,0.32019527117163843,294.5577253827367,1.5,0.7393998035643748,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,NaN,dikesnet
28,8,202.55363217232681,1.5,0.6799709178593613,228.94246935588035,1.0,0.06221988136249869,329.29985911937763,10.0,0.6428126976587718,131.00108609763868,1.0,0.006124591783622279,311.02440682331036,10.0,0.6874440546917974,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,NaN,dikesnet
29,48,211.89398875868244,10.0,0.7732115308485641,299.0450128210056,10.0,0.7783583790136487,129.88291532029604,1.0,0.1640936103670581,124.07462337420205,1.5,0.8738574105337571,213.2228455353152,1.0,0.2948433374127189,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,NaN,dikesnet
30,57,347.4133201781675,1.5,0.17722037087971565,73.23651425739115,1.0,0.5034128588768673,123.7696151210722,1.0,0.048194526445173115,129.64347053589634,1.0,0.8826849721871634,246.3248678111302,1.0,0.7023923821212329,1.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,NaN,dikesnet
31,132,199.83372485467237,10.0,0.8152153064815147,345.65728717288766,10.0,0.1913154622748138,134.43176323487512,1.5,0.16701248248616463,166.2879213029493,1.5,0.37157238456004127,64.84335601535261,1.5,0.06687878985817444,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,NaN,dikesnet
32,94,31.330779591880848,10.0,0.5707869606714869,255.41313603132127,10.0,0.737086832722565,268.84011612011403,1.5,0.8993308128765978,320.5741251203324,10.0,0.8882943125837685,306.1970344193714,10.0,0.9836666872626091,4.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,NaN,dikesnet
33,29,200.78455538993353,10.0,0.1952191726191365,92.27678921080113,1.5,0.42327478427393717,39.503369228649504,10.0,0.3356637032037499,237.59039146085667,10.0,0.5819118817487121,32.124998684072494,1.5,0.7305029328762527,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,NaN,dikesnet
34,86,113.03035222104779,10.0,0.7873309300191913,91.75355432614427,1.5,0.43344784365544514,210.94142122560132,10.0,0.49918825556989393,139.50315863010712,1.5,0.5500249169906668,113.48130746696685,1.5,0.8259045462597264,4.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,NaN,dikesnet
35,132,237.72268696595134,1.5,0.2977875001396783,201.85561477738676,1.0,0.17532628164415687,265.3859729184604,10.0,0.5713259190521586,152.78865451036006,1.0,0.019816978448744284,240.9714627294309,10.0,0.5379772601678464,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,NaN,dikesnet
36,21,136.94904836981408,10.0,0.47533366547961087,229.92545355693443,10.0,0.032350736462221946,246.70273410058329,1.0,0.4345856622190243,287.59450843794446,1.0,0.8729162670309618,166.78023156168766,1.5,0.9467730112691988,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,NaN,dikesnet
37,108,216.8476185505067,1.5,0.12469118532170324,230.7464733044431,10.0,0.21258752140499285,301.1539604021291,10.0,0.7325767025517803,272.09505798732584,1.0,0.17737496077667286,326.8076525256506,10.0,0.11454585432014364,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,NaN,dikesnet
38,68,229.79460310175364,1.5,0.2409515359733582,308.9986710123085,10.0,0.6097209983564562,201.06291032005032,1.0,0.3151637412160315,107.76323186829465,10.0,0.38317965648994023,136.63653092049137,10.0,0.9137501082045705,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,NaN,dikesnet
39,3,288.88190681269907,1.5,0.30007709369380864,161.3837826507757,1.0,0.7136194917783028,215.08454065097715,10.0,0.20517831975955234,114.93559130588682,1.0,0.9123353208437078,30.153883008231837,10.0,0.7365965164520567,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,NaN,dikesnet
40,56,311.45600591301286,1.0,0.5492613384738982,198.6413409636337,10.0,0.6326621677469362,311.65214068568525,1.0,0.3541391157802278,41.93431546191893,1.0,0.22498893571314552,190.4601750107132,1.0,0.10020551230752008,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,NaN,dikesnet
41,110,116.44360456472367,1.5,0.8688385564744522,165.10179697808945,1.5,0.034392324740050946,249.08944902636335,1.0,0.9881784883905479,344.2033821846493,1.5,0.5952635938252704,85.98497200303933,1.0,0.5057273305766876,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,NaN,dikesnet
42,62,160.52689618004644,10.0,0.014857429989359319,157.6580913483357,1.5,0.9827443416814818,280.601768922799,1.5,0.12465427917353958,39.04137540904007,10.0,0.968773163084841,249.86231338487352,1.0,0.7532507797605257,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,NaN,dikesnet
43,47,300.80480705410713,1.0,0.9714306230537016,223.03321060676524,1.5,0.0015726498816935513,77.74463587020153,10.0,0.8108179393327531,175.17043838199814,1.5,0.04245421426007935,83.85132624124978,1.0,0.31815959601487326,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,NaN,dikesnet
44,102,122.31737557038215,10.0,0.9153133269580314,304.0190187315503,1.0,0.5848982101682143,242.5278480839733,1.0,0.2919119433936278,103.10592112178898,10.0,0.5768853847926454,303.5558610472121,1.0,0.7206892243681629,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,NaN,dikesnet
45,94,332.9299607798795,10.0,0.9627708856987682,174.2926732718758,1.5,0.4771053783610176,291.73725570725975,1.0,0.22246288423454966,257.5495320438632,1.0,0.1630530147493466,140.71791686223918,10.0,0.8583732419840627,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,NaN,dikesnet
46,34,311.91228584820215,1.5,0.21454119656755308,187.9062230779349,10.0,0.11174799987618692,226.25361538671598,10.0,0.5938309720326965,276.53344023552467,10.0,0.18693136251353162,58.98413112934484,10.0,0.6381424424885543,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,NaN,dikesnet
47,82,271.5303637310997,1.0,0.23722316440126293,281.8399838211378,10.0,0.6799029905001728,154.22049961831559,1.5,0.6499707361602379,250.7880177020435,10.0,0.30302881830773476,291.7555051802019,10.0,0.5541032856097126,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,NaN,dikesnet
48,121,310.32858375251703,1.0,0.3040848326231437,205.361990306296,1.0,0.9756645135586351,50.73818377478321,1.0,0.194070811952207,181.37866453348232,10.0,0.4227337544208897,273.30284166190023,10.0,0.46062014362077763,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,NaN,dikesnet
49,73,230.92724412421532,10.0,0.057638182067450354,65.44263051497016,1.0,0.47279967336938755,339.8738151012097,1.5,0.7803389618558578,171.87451383010236,1.5,0.8256096187879166,295.65409280124356,1.0,0.49842467587200123,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,NaN,dikesnet
50,113,317.43057238702943,1.5,0.06135584362462408,338.64108538975245,10.0,0.566007308121659,185.42086205678996,10.0,0.21230926489389032,215.20375576996702,1.0,0.7317209949624718,209.31204189850695,1.5,0.4444149594062837,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,NaN,dikesnet
51,119,118.7934749893227,1.5,0.08213192402343968,83.31608036196576,1.5,0.11621078889888642,335.87369130120055,10.0,0.57836465495156,347.670515143128,1.5,0.24510116646479024,41.975416004703376,1.5,0.4322531410227073,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,NaN,dikesnet
52,46,121.37493505685035,1.0,0.8717362069639941,86.40046668773071,1.0,0.3863821115154418,255.10083504109548,10.0,0.3413571079128453,64.37865823842463,10.0,0.35150059415047913,145.02402441116124,10.0,0.22911454367795628,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,NaN,dikesnet
53,56,120.43028382389525,10.0,0.9761962123814224,214.84566923516664,1.5,0.17712999537172114,274.45885208901694,1.5,0.1618663232558679,119.45747039587361,1.5,0.8498706146438568,203.62209236529833,10.0,0.23855991025956486,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,NaN,dikesnet
54,97,135.5717565641128,1.5,0.02795488824813522,280.3115026174896,1.0,0.6998024599161273,167.56323794647466,1.0,0.8549951219715441,114.19014119437632,1.5,0.014723005214279512,248.77225088908943,1.5,0.4566689574550959,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,NaN,dikesnet
55,65,325.5066361294139,1.5,0.900357102665213,196.00941107148262,1.0,0.9341675541005184,105.76159984668013,1.5,0.8375715340453809,168.77494860775232,1.0,0.4283664949375214,224.67954719396954,10.0,0.7966148943969367,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,NaN,dikesnet
56,119,61.786145493979504,10.0,0.655433315062434,53.53857556501876,10.0,0.25109332925586525,195.21657762099804,10.0,0.17733628404637353,294.63014852659137,10.0,0.1301529584115303,166.40687291571285,1.0,0.8621262509771568,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,NaN,dikesnet
57,87,192.32501882357124,10.0,0.448837078132795,47.10628560840172,10.0,0.4071458208559915,257.7274510670753,1.0,0.8060181369111726,306.9752165872027,1.0,0.4160542956983547,61.94079497561636,1.5,0.20625896435733243,3.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,NaN,dikesnet
58,15,246.9411025555708,1.5,0.6746619214640444,224.64268194306513,1.0,0.6564288440290572,141.8732424561876,1.0,0.8937403948934546,100.53104197245109,10.0,0.5034968142237352,188.61492942894563,1.5,0.30067859891292564,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,NaN,dikesnet
59,72,273.2133120951797,1.0,0.13861686932434605,102.68054402643418,1.0,0.6642533524831749,160.9819831364536,1.5,0.2482364741347021,165.12129741661317,10.0,0.6487427215768741,205.8883040185031,1.5,0.3395789825932503,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,NaN,dikesnet
60,20,89.3979641674613,1.5,0.6139704164154927,344.52590667353,1.0,0.4107577223851962,336.8977252859853,1.0,0.02562258879062343,246.4788059010312,10.0,0.6810448424368202,133.86191587029526,10.0,0.4370564872811303,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,NaN,dikesnet
61,59,265.06035762279015,1.0,0.7259865513005868,259.24534356205083,1.0,0.24481967354992473,228.62373826703208,1.0,0.42464772325294603,260.38381501773847,1.5,0.07343083913826401,338.36858003782606,1.0,0.4177198160672525,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,NaN,dikesnet
62,64,203.84406116019218,1.5,0.967138978640355,313.74801863699884,1.5,0.9323314421136695,233.86702564870296,10.0,0.5071730878768744,319.86116254086875,10.0,0.09943213382333081,344.1545047440477,1.5,0.1889707913203609,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,NaN,dikesnet
63,67,131.35520969298443,1.5,0.026061854637268487,212.04812709255563,1.0,0.46336981718858394,86.55240576175072,1.0,0.8795523388546121,253.86603556122606,1.5,0.7828856150076241,210.7927598855767,10.0,0.32912147482190496,3.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,NaN,dikesnet
64,71,256.9349720260884,1.5,0.9176059065858799,294.5628412152347,1.0,0.19677518645880732,75.03958476823502,1.5,0.4123776103294224,88.00562133595997,1.0,0.6997987126446862,288.8544319452337,1.0,0.4006768379287,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,NaN,dikesnet
65,66,213.02275467115618,10.0,0.22005215704239472,109.11710417701593,1.5,0.3994722110482404,311.3466688337774,10.0,0.5817613577386589,195.65558591143207,1.5,0.5222388082924735,336.35588988424234,10.0,0.747536481063725,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,NaN,dikesnet
